id,title,year,rating,category,cast,director,summary,poster,created_at,updated_at
998,Callie & Son,1981,3,Dramas,"Lindsay Wagner, Jameson Parker, Dabney Coleman, Joy Garrett, Michelle Pfeiffer, James Sloyan, John Harkins, Andrew Prine, Richard McKenzie",Waris Hussein,"""Bionic Woman"" Lindsay Wagner stars as Callie Bordeaux, the anguished heroine of this made-for-TV melodrama. After becoming pregnant, teenage Callie gives up her baby for adoption. Years later, she uses the power of her millionaire husband (Dabney Coleman) to locate her grown son, Randy (Jameson Parker). To her despair, however, Callie can't come between Randy and a manipulative social climber (Michelle Pfeiffer, in an early role).",http://netflixroulette.net/api/posters/22041195.jpg,2016-05-02 20:45:10 UTC,2016-05-02 20:45:10 UTC
999,Batman Returns,1992,3,Sci-Fi & Fantasy,"Michael Keaton, Michelle Pfeiffer, Danny DeVito, Christopher Walken, Michael Gough, Pat Hingle, Michael Murphy",Tim Burton,"Batman battles three new villains plotting to take over the city, including a corrupt businessman, the hideous Penguin and the mysterious Catwoman.",http://netflixroulette.net/api/posters/287357.jpg,2016-05-02 20:45:10 UTC,2016-05-02 20:45:10 UTC
1000,While You Were Sleeping,1995,3,Comedies,"Sandra Bullock, Bill Pullman, Peter Gallagher, Peter Boyle, Jack Warden, Glynis Johns, Micole Mercurio, Jason Bernard, Michael Rispoli, Ally Walker",Jon Turteltaub,"Sandra Bullock plays a transit worker who pulls a commuter off the tracks after he's mugged. While he's comatose, his family wrongly assumes she's his fiancee and she doesn't correct them ... and then she falls for his brother.",http://netflixroulette.net/api/posters/1117761.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
1001,No Subtitles Necessary: Laszlo & Vilmos,2008,3,Documentaries,"László Kovács, Vilmos Zsigmond, Karen Black, Peter Bogdanovich, Sandra Bullock, James L. Carter, Dennis Hopper, Rodney Charters, Graeme Clifford, Allen Daviau",James Chressanthis,"After improbably chronicling the Hungarian Revolution of 1956, young filmmakers L&#225;szl&#243; Kov&#225;cs and Vilmos Zsigmond fled their homeland and ended up in America, where the pals became two of the movie industry's most influential cinematographers.",http://netflixroulette.net/api/posters/70121523.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
1002,Forces of Nature,1999,3,Romantic Movies,"Ben Affleck, Sandra Bullock, Maura Tierney, Steve Zahn, Blythe Danner, Ronny Cox, Michael Fairman, Richard Schiff",Bronwen Hughes,"When the flight to his wedding is grounded, Ben rents a car with free spirit Sarah -- and the two form a bond that has Ben questioning his marriage.",http://netflixroulette.net/api/posters/20559051.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
1003,Divine Secrets of the Ya-Ya Sisterhood,2002,3,Dramas,"Sandra Bullock, Ellen Burstyn, Fionnula Flanagan, James Garner, Cherry Jones, Ashley Judd, Shirley Knight, Maggie Smith, Jacqueline McKenzie",Callie Khouri,"In this Southern-fried comedy, a group of lifelong female friends go through decades of ups and downs, becoming all the stronger for it.",http://netflixroulette.net/api/posters/60022979.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
1004,Death Wish,1974,3,Action & Adventure,"Charles Bronson, Hope Lange, Vincent Gardenia, Steven Keats, William Redfield, Stuart Margolin, Stephen Elliott, Kathleen Tolan, Jeff Goldblum, Christopher Guest",Michael Winner,"After an architect's wife is murdered and daughter is raped, he seeks vigilante justice against not only the culprits but other wrongdoers as well.",http://netflixroulette.net/api/posters/60004080.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
1005,Adventures in Zambezia,2012,3,Children & Family Movies,"Jeremy Suarez, Abigail Breslin, Jeff Goldblum, Leonard Nimoy, Samuel L. Jackson, Jenifer Lewis, Jim Cummings, Jamal Mixon, Richard E. Grant, David Shaughnessy",Wayne Thornley,"In this animated comedy, adventurous young falcon Kai leaves the wilderness and his father to journey to the bird city of Zambezia -- where he learns some important life lessons about survival and community.",http://netflixroulette.net/api/posters/70251632.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
1006,The Switch,2010,3,Comedies,"Jennifer Aniston, Jason Bateman, Thomas Robinson, Patrick Wilson, Jeff Goldblum, Juliette Lewis, Victor Pagan, Todd Louiso, Scott Elrod, Rebecca Naomi Jones","Josh Gordon, Will Speck","Still single and worried about her biological clock, Kassie decides to pursue motherhood with the help of an anonymous sperm donor. But it turns out that the donor isn't quite as anonymous as she thinks.",http://netflixroulette.net/api/posters/70120143.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
1007,Transylvania 6-5000,1985,2,Comedies,"Jeff Goldblum, Ed Begley Jr., Geena Davis, Michael Richards, Joseph Bologna, Carol Kane, Jeffrey Jones, John Byner, Donald Gibb, Norman Fell",Rudy De Luca,Two tabloid reporters are sent to Transylvania with two choices: find the Frankenstein monster or find new jobs. Can these two bumbling heroes unravel this monstrous mystery or are they in for some very scary surprises?,http://netflixroulette.net/api/posters/60024293.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
1008,Law & Order: Criminal Intent,2001,3,TV Shows,"Kathryn Erbe, Vincent D'Onofrio, Jamey Sheridan, Courtney B. Vance, Leslie Hendrix, Eric Bogosian, Chris Noth, Jeff Goldblum, Julianne Nicholson","","In this ""Law & Order"" spin-off, quirky Sherlock Holmes-like detective Robert Goren and his Watsonian partner, the always-logical Alexandra Eames, probe the dark minds of New York City's killers by analyzing their violent attacks.",http://netflixroulette.net/api/posters/70136121.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
1009,Le Week-End,2013,2,Romantic Movies,"Jim Broadbent, Lindsay Duncan, Jeff Goldblum, Olly Alexander, Judith Davis, Xavier De Guillebon, Brice Beaugier, Marie-France Alvarez, Charlotte Léo, Denis Sebbah",Roger Michell,"Returning to Paris long after their honeymoon there, a British couple hopes to rediscover the magical feelings of their early years together.",http://netflixroulette.net/api/posters/70289303.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
1010,Invasion of the Body Snatchers,1978,3,Thrillers,"Donald Sutherland, Brooke Adams, Jeff Goldblum, Veronica Cartwright, Leonard Nimoy, Art Hindle, Lelia Goldoni, Kevin McCarthy, Robert Duvall",Philip Kaufman,"After noticing that almost everyone around them has suddenly become cold and distant, a group of friends realizes that an alien invasion is under way.",http://netflixroulette.net/api/posters/639530.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
1011,Grand Canyon,1991,3,Dramas,"Danny Glover, Kevin Kline, Steve Martin, Mary McDonnell, Mary-Louise Parker, Alfre Woodard, Jeremy Sisto, Tina Lifford, Patrick Malone, Randle Mell",Lawrence Kasdan,"A sequence of random but life-altering incidents conspire to link a group of Los Angeles denizens from disparate economic and social classes, leading to epiphanies about responsibilities and relationships in director Lawrence Kasdan's pensive drama.",http://netflixroulette.net/api/posters/60004280.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
1012,Unstable Fables: Tortoise vs. Hare,2008,3,Children & Family Movies,"Jay Leno, Danny Glover, Vivica A. Fox, Keke Palmer, Drake Bell, Adam Friedman, Chris Elwood, Nolan North, Jenni Pulos, Steve Wilcox",Howard E. Baker,"Looking for a little payback after his legendary loss to his velocity-challenged rival, Murray Hare and his son Butch challenge Walter Tortoise and his daughter Crystal to compete in the dreaded Mount Impossible Nature Adventure Race.",http://netflixroulette.net/api/posters/70104864.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
1013,Iceman,1984,3,Dramas,"Timothy Hutton, Lindsay Crouse, John Lone, Josef Sommer, David Strathairn, Philip Akin, Danny Glover, Amelia Hall",Fred Schepisi,"When a 40,000-year-old Neanderthal is thawed out of the ice during a scientific expedition and begins to function again, anthropologist Stanley Shepard winds up in a desperate fight to keep his new friend from becoming the center of a media circus.",http://netflixroulette.net/api/posters/70018375.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
1014,Highland Park,2013,3,Dramas,"Billy Burke, Danny Glover, Parker Posey, Rockmond Dunbar, Kimberly Elise, John Carroll Lynch, Eric Ladin, Michelle Forbes, Deborah Ann Woll, Bo Derek",Andrew Meieran,"This indie drama follows a group of high school faculty members and their desire to improve their community. Confronted with overwhelming problems and limited resources, their lives and priorities change when money seemingly falls into their lap.",http://netflixroulette.net/api/posters/70277723.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
1015,Antz,1998,3,Children & Family Movies,"Woody Allen, Gene Hackman, Sharon Stone, Sylvester Stallone, Jennifer Lopez, Christopher Walken, Anne Bancroft, Dan Aykroyd, Grant Shaud, Danny Glover","Eric Darnell, Tim Johnson","In this animated hit, a neurotic worker ant in love with a rebellious princess rises to unlikely stardom when he switches places with a soldier. Signing up to march in a parade, he ends up instead enlisted to fight against a termite army.",http://netflixroulette.net/api/posters/17236549.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
1016,The Bouquet,2013,3,Children & Family Movies,"Kristy Swanson, Danny Glover, Alberta Mayne, Michael Shanks, Nicola Cavendish, Jeremy Guilbaut, Stephen E. Miller, Daniel Bacon",Anne Wheeler,"When the Benton family patriarch dies unexpectedly, his estranged daughters -- idealistic Mandy and go-getter Terri -- find themselves working together to help their mother pick up the pieces and to save their parents' wilting florist business.",http://netflixroulette.net/api/posters/70265225.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
1017,Donovan's Echo,2012,3,Thrillers,"Danny Glover, Bruce Greenwood, Natasha Calis, Adrian Hough, Chelah Horsdal, Sonja Bennett, Ian Tracey, Kevin McNulty, David Lewis, Hiro Kanagawa",Jim Cliffe,"Plagued by d&#233;j&#224; vu, retired nuclear physicist Donovan becomes convinced that his young neighbor and her mother are doomed to die on the anniversary of his wife and daughter's deaths. But are his visions real, or the products of a tormented mind?",http://netflixroulette.net/api/posters/70270852.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
1018,LUV,2012,4,Dramas,"Common, Michael Rainey Jr., Dennis Haysbert, Danny Glover, Charles S. Dutton, Meagan Good, Lonette McKee, Michael Kenneth Williams",Sheldon Candis,"This indie drama portrays a single day shared by an 11-year-old boy and his uncle, who's recently rejoined the world after eight years in prison. When the older Vincent brings young Woody along on business, fresh lessons in life await them both.",http://netflixroulette.net/api/posters/70227943.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
1019,The Harimaya Bridge,2009,2,Dramas,"Bennet Guillory, Saki Takaoka, Misa Shimizu, Danny Glover, Victor Grant, Sakura Thomas, Misono",Aaron Woolfolk,"Unsure how to handle his estranged son's sudden death in Japan, American dad Daniel travels to the land of the rising sun looking for answers. As he learns about his boy's life, Daniel must re-examine the resentment he harbors toward the Japanese.",http://netflixroulette.net/api/posters/70136073.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
1020,The Adventures of Brer Rabbit,2006,3,Children & Family Movies,"Wayne Brady, Nick Cannon, Danny Glover, D.L. Hughley, Wanda Sykes, Monica Allison, Dorian Harewood, Phil LaMarr, Dawnn Lewis, Quinton Madina",Byron Vaughns,"Featuring the voices of Wayne Brady, Nick Cannon, Danny Glover, D.L. Hughley, Dorian Harewood and Wanda Sykes, this collection of animated adventures updates the immortal Uncle Remus tales for modern audiences while keeping the spirit of the original stories intact. Tykes will delight in trickster Brer Rabbit's mischievous antics -- which involve outsmarting Brer Bear, Brer Fox and a host of other animals.",http://netflixroulette.net/api/posters/70045505.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
1021,The Black Power Mixtape 1967-1975,2011,4,Documentaries,"Danny Glover, Harry Belafonte, Erykah Badu, Ahmir-Khalib Thompson, Talib Kweli, Angela Davis, Bobby Seale, Kathleen Cleaver, Stokely Carmichael, Huey P. Newton",Göran Olsson,"From 1967 to '75, a film crew aimed cameras at major figures in the Black Power movement, creating hours of footage that remained unreleased for decades. In clips, Stokely Carmichael, Huey P. Newton and Angela Davis discuss the movement's evolution.",http://netflixroulette.net/api/posters/70166238.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
1022,Touch,2011,4,TV Shows,"Kiefer Sutherland, Gugu Mbatha-Raw, David Mazouz, Roxana Brusso, Danny Glover, May Miyata, Satomi Okuno","","Kiefer Sutherland stars as the father of an autistic boy who appears to be able to predict future events -- despite not being able to speak. Danny Glover also stars, as an academic who works with gifted children, in this dramatic series.",http://netflixroulette.net/api/posters/70197061.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
1023,Witness,1985,3,Dramas,"Harrison Ford, Kelly McGillis, Josef Sommer, Lukas Haas, Jan Rubes, Alexander Godunov, Danny Glover, Brent Jennings, Patti LuPone, Angus MacInnes",Peter Weir,A detective must adjust to major culture shock when he goes undercover in an Amish community to protect a boy who witnessed a murder.,http://netflixroulette.net/api/posters/1130040.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
1024,Bad Ass 2: Bad Asses,2014,3,Action & Adventure,"Danny Trejo, Danny Glover, Andrew Divoff, Jacqueline Obradors",Craig Moss,"When a young boxer he's been mentoring turns up dead, Vietnam veteran Frank Vega hits the streets with his new partner, Bernie, to get revenge.",http://netflixroulette.net/api/posters/70302736.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
1025,Adventure Planet,2014,3,Children & Family Movies,"Jane Lynch, Brooke Shields, Danny Glover, Bailee Madison, J.K. Simmons","","Meet super-siblings Jorpe and Norva: nature experts, martial arts wonders and eco-heroes with a mission to save the planet from global warming.",http://netflixroulette.net/api/posters/70305192.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
1026,Rage,2014,2,Action & Adventure,"Nicolas Cage, Danny Glover, Michael McGrady, Peter Stormare, Max Ryan, Rachel Nichols, Patrice Cols, Weston Cage, Aubrey Peeples, Pasha D. Lychnikoff",Paco Cabezas,"When his daughter is abducted, a respectable businessman with a violent past rounds up his old crew to help him find her -- by any means necessary.",http://netflixroulette.net/api/posters/80005641.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
1027,Space Warriors,2013,3,Sci-Fi & Fantasy,"Dermot Mulroney, Thomas Horn, Mira Sorvino, Danny Glover, Josh Lucas, Ryan Simpkins, Grayson Russell, Booboo Stewart",Sean McNamara,Six brilliant teenagers competing at a summer space camp join forces to try to solve a crisis aboard the International Space Station.,http://netflixroulette.net/api/posters/70273569.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
1028,Gunmen,1993,3,Action & Adventure,"Christopher Lambert, Mario Van Peebles, Denis Leary, Patrick Stewart, Kadeem Hardison, Sally Kirkland, Richard C. Sarafian, Brenda Bakke, James Chalke, Humberto Elizondo",Deran Sarafian,"Against their wills, a bounty hunter and a con man team up to battle an elite squad of mafia assassins to obtain a $400 million treasure of stolen drug money. And even if they manage to survive the relentless chase across a jungle and two continents, they still have to face each other -- half a billion dollars isn't enough to share!",http://netflixroulette.net/api/posters/60021482.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
1029,Trek Nation,2011,3,Documentaries,"Eugene Roddenberry, Gene Roddenberry, J.J. Abrams, George Lucas, Stan Lee, Seth MacFarlane, Jonathan Frakes, Patrick Stewart, Wil Wheaton",Scott Colthorp,"This documentary follows Eugene Roddenberry, son of ""Star Trek"" creator Gene, as he tries to figure out why his father's show has become such a success. Speaking to fans and colleagues, Eugene learns why ""Star Trek"" has touched the lives of so many.",http://netflixroulette.net/api/posters/70261017.jpg,2016-05-02 20:45:11 UTC,2016-05-02 20:45:11 UTC
